id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-comms-business,Comms Business,https://www.commsbusiness.co.uk,united-kingdom,global,telecom-media,telecom,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,UK communications channel and reseller publication. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-control-engineering,Control Engineering,https://www.controleng.com,united-states,national,industrial-media,engineering; manufacturing,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,Industrial control and automation engineering publication. [accessibility:2026-08-14] an automated browser check was refused by the site (captcha); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-crains-detroit,Crain’s Detroit Business,https://www.crainsdetroit.com,united-states,local,local-business-media,automotive; manufacturing,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Detroit and Michigan business coverage with a strong automotive and manufacturing focus. [accessibility:2026-08-14] verified in a browser: masthead vocabulary; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-dailysocial,DailySocial,https://dailysocial.id,indonesia,national,startup-media,fintech; saas,id,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Indonesian startup and digital economy publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-dallas-innovates,Dallas Innovates,https://www.dallasinnovates.com,united-states,local,local-business-media; startup-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Dallas–Fort Worth innovation, startup and corporate technology publication. [accessibility:2026-08-14] verified in a browser: publishes a feed.","The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-dq-india,DataQuest,https://www.dqindia.com,india,national,technology-media,software,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Indian enterprise IT publication from CyberMedia.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-devhunt,DevHunt,https://devhunt.org,united-states,global,developer-open-source-media; startup-launch-platform,devops; open-source; software,en,product-launch,free,P3,active,,,,,,,,,,,,,68,Good,unknown,,"A weekly launch board specifically for developer tools, run by the Vercel community.",Developer tools only; a marketing or finance product does not belong here.,2026-08-07
md-diario-financiero,Diario Financiero,https://www.df.cl,chile,national,global-business-media,finance,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Chile’s business and financial daily.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-dream-news,DreamNews,https://www.dreamnews.jp,japan,national,press-release-distribution,general,ja,press-release,paid,P3,active,,,,,,,,,,,,,46,Limited,wire-carrier,,Japanese press release distribution agency service with flat-rate plans.,"Japanese-language releases, paid.",2026-08-08
md-ecommerce-times,E-Commerce Times,https://www.ecommercetimes.com,united-states,national,ecommerce-retail-media,ecommerce,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Long-running ecommerce and digital retail news site.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-eremedia,ERE,https://www.eremedia.com,united-states,national,hr-recruitment-media,hr,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Talent acquisition profession publication and events brand.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-economyup,EconomyUp,https://www.economyup.it,italy,national,startup-media,general; saas,it,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Italian publication about innovation, startups and digital transformation of established companies.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-economia-digital,Economía Digital,https://www.economiadigital.es,spain,national,local-business-media,general,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Spanish business, corporate and political-economy news with strong regional coverage.",No public submission route was established.,2026-08-07
md-cronista,El Cronista,https://www.cronista.com,argentina,national,global-business-media,finance,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Argentina’s business and financial daily.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-el-economista-mx,El Economista,https://www.eleconomista.com.mx,mexico,national,global-business-media,finance,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Mexican business and financial daily.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission page was found in the site's own navigation.",2026-08-08
md-el-referente,El Referente,https://elreferente.es,spain,national,startup-media,saas,es,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"A Spanish magazine covering startups, investment and innovation.",No public submission route was established.,2026-08-07
md-expertise-finder,Expertise Finder,https://expertisefinder.com,canada,global,journalist-source-platform,education; general,en,expert-source,freemium,P3,active,,,,,,,,,,,,,64,Moderate,marketplace,,"A searchable directory of experts used by journalists, built primarily around university faculty.",Oriented to academic experts; a corporate spokesperson is a weaker fit than a researcher.,2026-08-07
md-fazier,Fazier,https://fazier.com,united-states,global,startup-launch-platform,ai; saas; software,en,product-launch,freemium,P3,active,,,,,,,,,,,,,66,Good,unknown,,A launch board for new products with weekly and monthly leaderboards.,Small audience relative to Product Hunt; useful as one stop in a launch sequence rather than the whole of it.,2026-08-07
md-feedstuffs,Feedstuffs,https://www.feedstuffs.com,united-states,national,agriculture-food-media,agriculture,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Animal agriculture and feed industry trade publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-financial-mirror,Financial Mirror,https://www.financialmirror.com,cyprus,national,local-business-media,finance; general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"English-language Cypriot business publication covering the economy, shipping, property and financial services.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-finans-dk,Finans,https://finans.dk,denmark,national,local-business-media,finance; general,da,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Danish business news service from Jyllands-Posten, covering companies, markets and the economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
